date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:47:05	101652/101652	---M--	200	added ('OK')	unknown/unknown	etag:%2218d14-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
00:47:06	202744/202744	---M--	200	added ('OK')	unknown/unknown	etag:%22317f8-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
00:47:09	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-6588d0e4fae80%22	http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
00:47:11	2147/2147	---M--	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:47:09%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout%2F	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/oembed/1.0/embed4c30.json	(from http://localhost/wordpress/about/)
00:47:11	196818/196818	---M--	200	added ('OK')	image/jpeg	etag:%22300d2-6588d0e406c40%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-01-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-01-free-img.jpg	(from http://localhost/wordpress/wp-content/uploads/elementor/css/post-267.css?ver=1786213898)
00:47:11	2294/2294	---M--	200	added ('OK')	text/xml	date:Sat,%2008%20Aug%202026%2018:47:11%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout%2F&format=xml	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/oembed/1.0/embed8435	(from http://localhost/wordpress/about/)
00:47:11	35787/35787	---M--	200	added ('OK')	text/css	etag:%228bcb-6588d161e9540%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-269.css?ver=1786212845	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/elementor/css/post-269a9fe.css	(from http://localhost/wordpress/about/)
00:47:13	28935/28935	---MC-	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:47:11%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/269	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/wp/v2/pages/269.json	(from http://localhost/wordpress/about/)
00:47:13	28530/28530	---M--	200	added ('OK')	image/jpeg	etag:%226f72-6588d0e8cb780%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-06-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-06-free-img.jpg	(from http://localhost/wordpress/about/)
00:47:13	11718/11718	---M--	200	added ('OK')	image/jpeg	etag:%222dc6-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-06-free-img-300x300.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-06-free-img-300x300.jpg	(from http://localhost/wordpress/about/)
00:47:14	4559/4559	---M--	200	added ('OK')	image/jpeg	etag:%2211cf-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-06-free-img-150x150.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-06-free-img-150x150.jpg	(from http://localhost/wordpress/about/)
00:47:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Aug%202026%2018:47:14%20GMT	http://localhost/wordpress/?p=269	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/index67bc.html	(from http://localhost/wordpress/about/)
00:47:14	2162/2162	---M--	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:47:14%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fservices%2F	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/oembed/1.0/embedbfc2.json	(from http://localhost/wordpress/services/)
00:47:15	2309/2309	---M--	200	added ('OK')	text/xml	date:Sat,%2008%20Aug%202026%2018:47:14%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fservices%2F&format=xml	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/oembed/1.0/embed4ae9	(from http://localhost/wordpress/services/)
00:47:15	23607/23607	---M--	200	added ('OK')	text/css	etag:%225c37-6588d164c5c00%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-270.css?ver=1786212848	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/elementor/css/post-270a36a.css	(from http://localhost/wordpress/services/)
00:47:16	22936/22936	---MC-	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:47:15%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/270	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/wp/v2/pages/270.json	(from http://localhost/wordpress/services/)
00:47:17	22287/22287	---M--	200	added ('OK')	image/jpeg	etag:%22570f-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-03-free-img-300x300.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-03-free-img-300x300.jpg	(from http://localhost/wordpress/services/)
00:47:18	7463/7463	---M--	200	added ('OK')	image/jpeg	etag:%221d27-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-03-free-img-150x150.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-03-free-img-150x150.jpg	(from http://localhost/wordpress/services/)
00:47:18	79920/79920	---M--	200	added ('OK')	image/jpeg	etag:%2213830-6588d0e7d7540%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-03-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-03-free-img.jpg	(from http://localhost/wordpress/services/)
00:47:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Aug%202026%2018:47:18%20GMT	http://localhost/wordpress/?p=270	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/index5295.html	(from http://localhost/wordpress/services/)
00:47:19	2167/2167	---M--	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:47:18%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fportfolio%2F	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/oembed/1.0/embedf331.json	(from http://localhost/wordpress/portfolio/)
00:47:19	2314/2314	---M--	200	added ('OK')	text/xml	date:Sat,%2008%20Aug%202026%2018:47:19%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fportfolio%2F&format=xml	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/oembed/1.0/embeda173	(from http://localhost/wordpress/portfolio/)
00:47:19	11327/11327	---M--	200	added ('OK')	text/css	etag:%222c3f-6588d166ae080%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-500.css?ver=1786212850	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/elementor/css/post-5001054.css	(from http://localhost/wordpress/portfolio/)
00:47:21	17959/17959	---MC-	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:47:19%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/500	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/wp/v2/pages/500.json	(from http://localhost/wordpress/portfolio/)
00:47:21	18806/18806	---M--	200	added ('OK')	image/jpeg	etag:%224976-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-05-free-img-300x300.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-05-free-img-300x300.jpg	(from http://localhost/wordpress/portfolio/)
00:47:22	42000/42000	---M--	200	added ('OK')	image/jpeg	etag:%22a410-6588d0e8cb780%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-05-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-05-free-img.jpg	(from http://localhost/wordpress/portfolio/)
00:47:22	7178/7178	---M--	200	added ('OK')	image/jpeg	etag:%221c0a-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-05-free-img-150x150.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-05-free-img-150x150.jpg	(from http://localhost/wordpress/portfolio/)
00:47:23	9621/9621	---M--	200	added ('OK')	image/jpeg	etag:%222595-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-07-free-img-161x300.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-07-free-img-161x300.jpg	(from http://localhost/wordpress/portfolio/)
00:47:24	40925/40925	---M--	200	added ('OK')	image/jpeg	etag:%229fdd-6588d0e6e3300%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-07-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-07-free-img.jpg	(from http://localhost/wordpress/portfolio/)
00:47:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Aug%202026%2018:47:24%20GMT	http://localhost/wordpress/?p=500	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/index2d25.html	(from http://localhost/wordpress/portfolio/)
00:47:24	7300/7300	---M--	200	added ('OK')	image/jpeg	etag:%221c84-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-09-free-img-100x300.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-09-free-img-100x300.jpg	(from http://localhost/wordpress/portfolio/)
00:47:25	1789932/1789932	---M--	200	added ('OK')	image/png	etag:%221b4fec-6588d19b21c40%22	http://localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM.png	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM.png	(from http://localhost/wordpress/)
00:47:25	74322/74322	---M--	200	added ('OK')	image/jpeg	etag:%2212252-6588d0e6e3300%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-09-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-09-free-img.jpg	(from http://localhost/wordpress/portfolio/)
00:47:26	9863/9863	---M--	200	added ('OK')	image/jpeg	etag:%222687-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-08-free-img-119x300.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-08-free-img-119x300.jpg	(from http://localhost/wordpress/portfolio/)
00:47:26	46044/46044	---M--	200	added ('OK')	image/jpeg	etag:%22b3dc-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-09-free-img-343x1024.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-09-free-img-343x1024.jpg	(from http://localhost/wordpress/portfolio/)
00:47:27	2157/2157	---M--	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:47:26%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fcontact%2F	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/oembed/1.0/embed9bba.json	(from http://localhost/wordpress/contact/)
00:47:27	8269/8269	---M--	200	added ('OK')	text/css	etag:%22204d-6588d16c66e00%22	http://localhost/wordpress/wp-content/uploads/elementor/css/post-501.css?ver=1786212856	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/elementor/css/post-501fa4f.css	(from http://localhost/wordpress/contact/)
00:47:27	2304/2304	---M--	200	added ('OK')	text/xml	date:Sat,%2008%20Aug%202026%2018:47:27%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fcontact%2F&format=xml	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/oembed/1.0/embeda399	(from http://localhost/wordpress/contact/)
00:47:27	73067/73067	---M--	200	added ('OK')	image/jpeg	etag:%2211d6b-6588d0e6e3300%22	http://localhost/wordpress/wp-content/uploads/2021/05/portfolio-08-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/portfolio-08-free-img.jpg	(from http://localhost/wordpress/portfolio/)
00:47:27	66725/66725	---M--	200	added ('OK')	text/css	etag:%22104a5-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/blocks/default/frontend.min.css?ver=2.12.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/blocks/default/frontend.min946b.css	(from http://localhost/wordpress/contact/)
00:47:28	17502/17502	---M--	200	added ('OK')	text/css	etag:%22445e-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/common.min.css?ver=2.12.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/common.min946b.css	(from http://localhost/wordpress/contact/)
00:47:28	24590/24590	---M--	200	added ('OK')	text/css	etag:%22600e-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/frontend/form.min.css?ver=2.12.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/frontend/form.min946b.css	(from http://localhost/wordpress/contact/)
00:47:29	7612/7612	---M--	200	added ('OK')	text/css	etag:%221dbc-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/tom-select.css?ver=2.12.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/tom-select946b.css	(from http://localhost/wordpress/contact/)
00:47:29	19118/19118	---M--	200	added ('OK')	text/css	etag:%224aae-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min946b.css	(from http://localhost/wordpress/contact/)
00:47:30	18992/18992	---M--	200	added ('OK')	image/jpeg	etag:%224a30-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-04-free-img-300x300.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-04-free-img-300x300.jpg	(from http://localhost/wordpress/contact/)
00:47:31	23042/23042	---MC-	200	added ('OK')	application/json	date:Sat,%2008%20Aug%202026%2018:47:29%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/501	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-json/wp/v2/pages/501.json	(from http://localhost/wordpress/contact/)
00:47:31	6896/6896	---M--	200	added ('OK')	image/jpeg	etag:%221af0-6588d0eba7e40%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-04-free-img-150x150.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-04-free-img-150x150.jpg	(from http://localhost/wordpress/contact/)
00:47:31	47372/47372	---M--	200	added ('OK')	image/jpeg	etag:%22b90c-6588d0e7d7540%22	http://localhost/wordpress/wp-content/uploads/2021/05/bg-04-free-img.jpg	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2021/05/bg-04-free-img.jpg	(from http://localhost/wordpress/contact/)
00:47:31	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Aug%202026%2018:47:31%20GMT	http://localhost/wordpress/wp-admin/admin-ajax.php	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-admin/admin-ajax.php	(from http://localhost/wordpress/contact/)
00:47:31	5050/5050	---M--	200	added ('OK')	application/x-javascript	etag:%2213ba-65879af346e80%22	http://localhost/wordpress/wp-includes/js/dist/hooks.min.js?ver=7496969728ca0f95732d	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-includes/js/dist/hooks.min394d.js	(from http://localhost/wordpress/contact/)
00:47:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Aug%202026%2018:47:31%20GMT	http://localhost/wordpress/?p=501	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/indexc508.html	(from http://localhost/wordpress/contact/)
00:47:32	5732/5732	---M--	200	added ('OK')	application/x-javascript	etag:%221664-65879af346e80%22	http://localhost/wordpress/wp-includes/js/dist/i18n.min.js?ver=781d11515ad3d91786ec	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-includes/js/dist/i18n.mineca5.js	(from http://localhost/wordpress/contact/)
00:47:32	10370/10370	---M--	200	added ('OK')	application/x-javascript	etag:%222882-65879af346e80%22	http://localhost/wordpress/wp-includes/js/dist/url.min.js?ver=bb0f766c3d2efe497871	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-includes/js/dist/url.min3303.js	(from http://localhost/wordpress/contact/)
00:47:32	6472/6472	---M--	200	added ('OK')	application/x-javascript	etag:%221948-65879af346e80%22	http://localhost/wordpress/wp-includes/js/dist/api-fetch.min.js?ver=d7efe4dc1468d36c39b8	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-includes/js/dist/api-fetch.min9cd3.js	(from http://localhost/wordpress/contact/)
00:47:32	1634253/1634253	---M--	200	added ('OK')	image/png	etag:%2218efcd-6588d19c15e80%22	http://localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM-1536x925.png	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/uploads/2026/08/ChatGPT-Image-%e0%a7%a8%e0%a7%ad-%e0%a6%9c%e0%a7%81%e0%a6%a8-%e0%a7%a8%e0%a7%a6%e0%a7%a8%e0%a7%ac-%e0%a7%a7%e0%a7%a8_%e0%a7%ab%e0%a7%ab_%e0%a7%a8%e0%a7%a7-AM-1536x925.png	(from http://localhost/wordpress/)
00:47:33	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2008%20Aug%202026%2018:47:32%20GMT	http://localhost/wordpress/wp-admin/admin-ajax.php?action=rest-nonce	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-admin/admin-ajaxf809.php	(from http://localhost/wordpress/contact/)
00:47:33	63721/63721	---M--	200	added ('OK')	application/x-javascript	etag:%22f8e9-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/build/formSubmit.js?ver=2.12.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/build/formSubmit946b.js	(from http://localhost/wordpress/contact/)
00:47:33	6111/6111	---M--	200	added ('OK')	application/x-javascript	etag:%2217df-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/js/minified/frontend.min.js?ver=2.12.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/js/minified/frontend.min946b.js	(from http://localhost/wordpress/contact/)
00:47:33	870/870	---M--	200	added ('OK')	application/x-javascript	etag:%22366-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/js/minified/blocks/input.min.js?ver=2.12.3	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/js/minified/blocks/input.min946b.js	(from http://localhost/wordpress/contact/)
00:47:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Aug%202026%2018:47:33%20GMT	http://localhost/wordpress/${l}	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/${l}.77.delayed	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5)
00:47:34	103468/103468	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Aug%202026%2018:47:33%20GMT	http://localhost/wordpress/OPR/	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/OPR/index.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=4.2.2)
00:47:36	103468/103468	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Aug%202026%2018:47:34%20GMT	http://localhost/wordpress/l	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/l	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5)
00:47:36	103468/103468	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Aug%202026%2018:47:36%20GMT	http://localhost/wordpress/e	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/e	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5)
00:47:37	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2008%20Aug%202026%2018:47:36%20GMT	http://localhost/	/Users/fahimpc/personal/untitled%20folder/localhost/index.html	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5)
00:47:37	103468/103468	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Aug%202026%2018:47:36%20GMT	http://localhost/wordpress/t.params.url	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/t.params.url	(from http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5)
00:47:37	16398/16398	---M--	200	added ('OK')	unknown/unknown	etag:%22400e-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/flags.webp	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/flags.webp	(from http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.3)
00:47:37	38220/38220	---M--	200	added ('OK')	unknown/unknown	etag:%22954c-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/flags@2x.webp	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/flags@2x.webp	(from http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.3)
00:47:38	514/514	---M--	200	added ('OK')	unknown/unknown	etag:%22202-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/globe.webp	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/globe.webp	(from http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.3)
00:47:38	1380/1380	---M--	200	added ('OK')	unknown/unknown	etag:%22564-6588d0d989380%22	http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/globe@2x.webp	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/globe@2x.webp	(from http://localhost/wordpress/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.3)
00:47:39	103468/103468	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Aug%202026%2018:47:38%20GMT	http://localhost/wordpress/contact/e	/Users/fahimpc/personal/untitled%20folder/localhost/wordpress/contact/e	(from http://localhost/wordpress/wp-includes/js/dist/url.min.js?ver=bb0f766c3d2efe497871)
00:47:39	5183/5183	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Aug%202026%2018:47:39%20GMT	http://localhost/dashboard/	/Users/fahimpc/personal/untitled%20folder/localhost/dashboard/index.html	(from http://localhost/)
00:47:39	6876/6876	---M--	200	added ('OK')	text/css	etag:%221adc-5ee10ef1b8980%22	http://localhost/dashboard/stylesheets/normalize.css	/Users/fahimpc/personal/untitled%20folder/localhost/dashboard/stylesheets/normalize.css	(from http://localhost/dashboard/)
00:47:39	404698/404698	---M--	200	added ('OK')	text/css	etag:%2262cda-5ee10eefd0500%22	http://localhost/dashboard/stylesheets/all.css	/Users/fahimpc/personal/untitled%20folder/localhost/dashboard/stylesheets/all.css	(from http://localhost/dashboard/)
00:47:41	51365/51365	---M--	200	added ('OK')	application/x-javascript	etag:%22c8a5-5ee10ef2acbc0%22	http://localhost/dashboard/javascripts/modernizr.js	/Users/fahimpc/personal/untitled%20folder/localhost/dashboard/javascripts/modernizr.js	(from http://localhost/dashboard/)
00:47:41	2508/2508	---M--	200	added ('OK')	image/png	etag:%229cc-5ee10ef1b8980%22	http://localhost/dashboard/images/favicon.png	/Users/fahimpc/personal/untitled%20folder/localhost/dashboard/images/favicon.png	(from http://localhost/dashboard/)
00:47:41	5183/5183	---M--	200	added ('OK')	text/html	date:Sat,%2008%20Aug%202026%2018:47:41%20GMT	http://localhost/dashboard/index.html	/Users/fahimpc/personal/untitled%20folder/localhost/dashboard/index-2.html	(from http://localhost/dashboard/)
00:47:42	16573/16573	---MC-	200	added ('OK')	text/html	date:Sat,%2008%20Aug%202026%2018:47:42%20GMT	http://localhost/dashboard/faq.html	/Users/fahimpc/personal/untitled%20folder/localhost/dashboard/faq.html	(from http://localhost/dashboard/)
